,Year,Adjusted_Total,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Value,Rating
831,1987,47.71837183718372,108,1,54.22,1,0.53,54.22,113.625,6.9
832,1986,47.70622671633847,119,16,52.29,5,2.5,47.43857142857142,109.60833333333335,7.0
833,1986,47.70622671633847,89,1,52.29,3,5.0,61.743333333333325,109.60833333333335,8.1
834,1993,47.66772425728296,98,8,68.86,3,2.1,102.13899999999998,144.45833333333331,7.0
835,1965,47.606453319227725,132,1,15.0,4,4.0,8.324000000000002,31.50833333333333,8.2
836,1997,47.33464853078601,135,16,75.98,6,9.7,73.61999999999999,160.51666666666665,6.7
837,1995,47.301760909985774,105,4,72.08,2,10.8,130.02125,152.38333333333335,6.9
838,2010,47.26778274338413,103,16,103.07,6,8.54,93.80199999999999,218.05550000000002,6.4
839,1989,47.246571659048136,113,16,58.57,10,5.5,45.699999999999996,123.96666666666665,6.8
840,2008,47.23586581669976,93,1,101.7,6,3.1,101.7,215.3025,5.8
841,2007,47.17799742696159,95,1,97.82,0,2.2,97.82,207.3424166666667,6.8
842,2014,47.10306902832056,92,1,111.51,0,2.2,74.07333333333332,236.73616666666666,6.8
843,1990,47.06167485171248,115,16,61.49,5,8.3,54.09571428571428,130.65833333333333,6.5
844,1985,47.049891540130155,98,1,50.61,2,9.4,65.215,107.56666666666665,6.9
845,1987,47.01430143014302,102,4,53.42,6,10.6,63.32285714285714,113.625,7.6
846,2017,46.98522999828315,122,18,115.17,3,2.7,76.91333333333334,245.11958333333334,6.2
847,2008,46.961832770172194,118,16,101.11,6,9.7,48.78666666666667,215.3025,6.6
848,1995,46.93426665208355,135,16,71.52,5,5.5,62.776666666666664,152.38333333333335,7.6
849,1990,46.90095031570891,107,16,61.28,5,8.5,61.743333333333325,130.65833333333333,7.8
850,1985,46.789587852494584,131,4,50.33,6,8.54,53.278,107.56666666666665,6.3
851,1991,46.779661016949156,99,1,63.71,2,2.9,50.799,136.19166666666666,7.0
852,2018,46.772920689135624,96,16,117.45,8,9.7,117.45,251.10683333333338,5.3
853,2015,46.76035896159347,120,16,110.83,6,2.0,109.42666666666666,237.01700000000002,7.0
854,1964,46.74905964535196,99,16,14.5,6,5.6,8.324000000000002,31.016666666666666,7.9
855,2004,46.71666813729815,101,4,88.24,2,10.0,137.317,188.88333333333335,6.1
856,2008,46.6645765841084,98,4,100.47,2,2.9,99.8057142857143,215.3025,6.9
857,2017,46.662938327720994,118,16,114.38,5,8.53,47.07666666666666,245.11958333333334,4.5
858,2004,46.64254831024441,90,4,88.1,2,5.5,73.28666666666666,188.88333333333335,6.0
859,1981,46.598845202089635,116,1,42.37,3,2.5,21.6,90.925,6.9
860,2015,46.49877434951922,125,18,110.21,2,5.7,97.55799999999999,237.01700000000002,6.2
861,2008,46.4555683282823,113,9,100.02,6,2.0,84.20769230769231,215.3025,5.6
862,2015,46.31313365707944,133,4,109.77,6,5.3,275.31,237.01700000000002,7.6
863,1998,46.24303460968252,169,4,75.38,5,4.1,32.60124999999999,163.00833333333335,6.7
864,1995,46.23209012359181,101,4,70.45,6,3.7,39.07363636363636,152.38333333333335,5.8
865,1977,46.198267564966315,123,4,28.0,2,5.3,79.90499999999999,60.60833333333333,7.3
866,1984,46.15754853200706,138,1,47.95,5,2.5,55.821538461538466,103.88333333333333,7.4
867,2013,46.15442400871405,102,1,107.52,0,3.6,107.52,232.95708333333332,6.6
868,2007,46.14106536329396,103,9,95.67,2,5.5,36.15714285714286,207.3424166666667,4.1
869,2010,46.10752767070768,95,4,100.54,2,5.0,137.317,218.05550000000002,6.5
870,2018,46.08397089950425,130,4,115.72,5,2.5,115.72,251.10683333333338,7.1
871,2019,46.006879649165924,152,4,117.62,6,1.2,89.905,255.65741666666668,8.1
872,2013,45.974133289930016,134,4,107.1,6,1.5,123.30999999999999,232.95708333333332,7.8
873,2005,45.936419884787696,98,1,89.71,5,9.7,78.91333333333334,195.2916666666667,6.3
874,1985,45.92500774713357,95,1,49.4,3,2.0,56.05333333333334,107.56666666666665,6.2
875,2018,45.89679956937319,95,1,115.25,3,10.3,66.518,251.10683333333338,6.6
876,1995,45.85147107076452,101,4,69.87,2,5.5,35.80428571428572,152.38333333333335,6.6
877,2011,45.80349501902366,117,4,103.03,2,5.5,84.20769230769231,224.93916666666667,6.4
878,1983,45.78313253012048,170,16,45.6,10,5.0,42.085384615384605,99.60000000000001,8.3
879,2002,45.78179291174426,117,18,82.35,6,8.3,50.385555555555555,179.875,6.7
880,1995,45.73991031390134,103,16,69.7,2,5.5,119.69,152.38333333333335,5.5
881,2001,45.71159638554217,82,1,80.94,0,3.6,54.54,177.06666666666663,6.0
882,1998,45.59889576197535,102,1,74.33,6,2.2,81.21249999999999,163.00833333333335,5.9
883,2011,45.576767051832526,158,19,102.52,10,5.5,86.519,224.93916666666667,7.8
884,2004,45.56251654460425,97,16,86.06,2,2.9,58.10625,188.88333333333335,7.1
885,1992,45.539850338520004,156,4,63.9,5,5.0,77.55199999999999,140.3166666666667,8.0
886,1988,45.42597420900571,102,16,53.72,6,8.54,53.72,118.25833333333333,5.8
887,2008,45.3733700258938,104,9,97.69,2,5.5,116.98666666666666,215.3025,6.8
888,1999,45.342938616238925,162,16,75.53,5,2.5,50.368,166.57500000000002,6.9
889,2010,45.268291788099816,88,16,98.71,2,10.2,104.32916666666667,218.05550000000002,6.3
890,2009,45.260258137291,140,16,97.1,6,1.5,51.888999999999996,214.537,7.0
891,2012,45.23639019181329,94,1,103.86,6,2.2,120.02666666666669,229.5939166666667,5.7
892,1997,45.22271830547192,101,16,72.59,8,9.0,36.335,160.51666666666665,5.8
893,1981,45.191091558977185,118,16,41.09,6,3.1,41.09,90.925,6.9
894,2004,45.1548574958087,94,4,85.29,2,2.9,99.8057142857143,188.88333333333335,7.1
895,2002,45.125781792911745,99,1,81.17,3,2.1,72.71666666666667,179.875,5.2
896,1996,45.119540962703226,108,4,70.77,6,8.54,75.19000000000001,156.84999999999997,6.1
897,1987,45.1045104510451,133,16,51.25,2,5.7,76.08,113.625,7.2
898,2007,45.08001860047127,97,1,93.47,3,2.7,61.743333333333325,207.3424166666667,7.4
899,1987,45.051705170517046,130,4,51.19,6,8.54,53.278,113.625,6.7
900,2012,45.04039196741202,97,1,103.41,0,3.6,103.41,229.5939166666667,7.2
901,2014,45.020581984023,102,18,106.58,6,5.0,106.58,236.73616666666666,6.2
902,2006,44.99689967343225,83,16,90.71,2,2.9,64.815,201.5916666666667,5.1
903,1994,44.958677685950406,133,16,66.64,5,5.53,48.411,148.22500000000002,7.5
904,2003,44.9123442808607,97,16,82.62,6,8.0,36.2125,183.95833333333334,5.7
905,2021,44.886929260553984,115,4,121.63,6,2.2,104.32916666666667,270.96975000000003,7.1
906,1985,44.83731019522777,120,4,48.23,1,5.0,27.095,107.56666666666665,7.2
907,2000,44.76771196283393,116,4,77.09,6,1.5,79.0425,172.19999999999996,6.6
908,1986,44.741123698015656,87,16,49.04,6,10.8,99.72999999999999,109.60833333333335,5.8
909,1974,44.617204664525936,93,16,22.0,6,10.4,22.0,49.30833333333334,6.9
910,2004,44.58837024618371,93,1,84.22,3,2.1,88.5575,188.88333333333335,5.1
911,2011,44.585387901173284,92,16,100.29,2,5.5,153.25499999999997,224.93916666666667,5.6
912,1992,44.577740824325915,112,0,62.55,10,5.7,37.714999999999996,140.3166666666667,7.2
913,2005,44.569234051632165,93,16,87.04,8,9.0,76.86,195.2916666666667,6.6
914,2011,44.56315966909571,119,7,100.24,6,8.51,234.0025,224.93916666666667,6.0
915,1995,44.50617959094388,127,1,67.82,6,8.52,83.96444444444444,152.38333333333335,6.6
916,2010,44.46574381292835,120,4,96.96,1,5.0,86.519,218.05550000000002,7.8
917,2011,44.443127215876885,84,0,99.97,0,2.2,99.97,224.93916666666667,5.9
918,1964,44.42772702847931,87,1,13.78,2,0.5,36.865,31.016666666666666,7.5
919,2001,44.40135542168676,146,1,78.62,5,7.5,138.73962962962963,177.06666666666663,7.2
920,1995,44.25680848736738,170,16,67.44,6,10.4,51.888999999999996,152.38333333333335,8.3
921,1999,44.21431787483115,105,16,73.65,6,3.8,43.313,166.57500000000002,5.9
922,2003,44.17304643261608,109,0,81.26,2,0.5,14.184545454545455,183.95833333333334,7.2
923,2017,44.16211814981463,126,9,108.25,2,5.0,99.69,245.11958333333334,7.0
924,2008,44.021783304884984,109,4,94.78,6,5.2,112.40500000000002,215.3025,5.1
925,2000,44.01277584204415,125,9,75.79,2,5.8,113.08800000000001,172.19999999999996,6.8
926,2006,44.00975569426645,97,1,88.72,2,5.5,61.24666666666667,201.5916666666667,5.6
927,2017,43.99077321103475,113,4,107.83,6,10.4,40.5,245.11958333333334,7.6
928,1963,43.98367346938776,113,1,13.47,2,9.2,13.47,30.625,7.9
929,1991,43.94542005751698,102,1,59.85,2,5.1,64.85,136.19166666666666,6.9
930,1989,43.93116429147621,140,1,54.46,3,5.5,278.42571428571426,123.96666666666665,7.5
931,1976,43.93029726167813,119,1,25.0,6,3.8,25.0,56.90833333333334,6.8
932,2011,43.914095292430915,119,9,98.78,6,10.3,37.2525,224.93916666666667,5.8
933,2006,43.90558472159067,129,17,88.51,10,5.5,33.698750000000004,201.5916666666667,7.6
934,2009,43.875881549569534,123,4,94.13,1,5.7,98.81,214.537,7.0
935,1994,43.85899814471242,125,16,65.01,5,8.2,62.83888888888888,148.22500000000002,6.2
936,1993,43.798096336890694,110,4,63.27,2,5.5,81.21249999999999,144.45833333333331,6.9
937,2003,43.79796149490373,98,16,80.57,10,8.0,51.93333333333334,183.95833333333334,6.2
938,2009,43.79197993819248,129,7,93.95,2,5.7,51.557500000000005,214.537,6.4
939,2013,43.784888847552395,92,16,102.0,2,2.9,102.0,232.95708333333332,6.5
940,1979,43.76162590423699,118,1,31.76,6,2.35,138.73962962962963,72.575,5.8
941,2010,43.72739967577061,146,16,95.35,2,5.7,124.0,218.05550000000002,4.5
942,2007,43.71994956812583,110,1,90.65,2,0.52,55.695,207.3424166666667,6.1
943,1995,43.705567100514045,91,1,66.6,2,5.1,34.79,152.38333333333335,6.9
944,2013,43.6990361243219,131,4,101.8,6,3.8,50.385555555555555,232.95708333333332,6.9
945,1991,43.69577189010585,105,16,59.51,6,10.3,67.63933333333333,136.19166666666666,7.0
946,1993,43.6804153446784,125,16,63.1,6,10.4,25.4175,144.45833333333331,6.2
947,1987,43.59075907590759,93,1,49.53,2,5.0,46.63833333333333,113.625,7.6
948,2019,43.43703439074881,129,4,111.05,5,8.3,126.71875,255.65741666666668,6.6
949,2002,43.430159833217516,138,4,78.12,6,2.53,71.56,179.875,7.1
950,1986,43.3178742492207,80,0,47.48,0,2.2,35.23666666666667,109.60833333333335,6.9
951,2001,43.27748493975904,122,16,76.63,6,10.4,64.88636363636364,177.06666666666663,7.7
952,2014,43.26757564855955,113,4,102.43,6,9.5,80.72,236.73616666666666,6.8
953,2002,43.257817929117444,167,16,77.81,10,5.0,47.43857142857142,179.875,7.5
954,2019,43.221902748111155,132,4,110.5,6,3.7,76.545,255.65741666666668,6.0
955,1995,43.187137700973416,119,16,65.81,6,10.3,178.96230769230772,152.38333333333335,6.8
956,2021,43.174560998044974,127,4,116.99,6,2.2,61.76714285714286,270.96975000000003,6.6
957,1990,43.13540404362523,105,1,56.36,5,7.3,105.07529411764706,130.65833333333333,7.9
958,1971,43.070590656513694,114,16,17.44,10,9.7,58.00333333333333,40.49166666666667,7.1
959,1988,43.03290818124164,108,1,50.89,2,5.52,52.75,118.25833333333333,7.0
960,1998,43.01620571545422,103,4,70.12,6,3.8,81.06,163.00833333333335,6.4
961,1998,42.997801748376865,120,18,70.09,6,8.3,68.28,163.00833333333335,7.1
962,2016,42.97303040277321,120,4,103.14,6,3.8,112.40500000000002,240.01099999999997,5.2
963,1999,42.9716343989194,102,8,71.58,3,2.8,78.39,166.57500000000002,7.4
964,2010,42.93402367745826,116,4,93.62,6,1.2,84.28500000000001,218.05550000000002,7.8
965,2014,42.88740559990482,132,16,101.53,6,10.8,64.88636363636364,236.73616666666666,7.2
966,2004,42.88361422394776,123,16,81.0,5,5.5,60.220000000000006,188.88333333333335,7.8
967,2017,42.7954382809751,93,4,104.9,2,0.5,59.900000000000006,245.11958333333334,5.8
968,2014,42.748009915398086,138,4,101.2,6,5.2,38.455714285714286,236.73616666666666,5.8
969,2016,42.69387653065902,134,4,102.47,8,9.7,127.54222222222221,240.01099999999997,7.3
970,1995,42.6555835065077,114,1,65.0,2,5.7,61.743333333333325,152.38333333333335,6.8
971,1985,42.65261853114349,97,4,45.88,2,5.0,46.63833333333333,107.56666666666665,7.8
972,1974,42.52830826432314,125,16,20.97,6,8.54,37.8125,49.30833333333334,6.7
973,2005,42.52101557499466,134,16,83.04,5,5.5,64.43333333333334,195.2916666666667,7.7
974,2000,42.51451800232289,112,16,73.21,6,8.3,63.32285714285714,172.19999999999996,5.8
975,2004,42.502426541957114,101,4,80.28,6,8.4,39.07363636363636,188.88333333333335,5.6
976,2013,42.4670495459643,119,16,98.93,6,8.5,64.88636363636364,232.95708333333332,6.5
977,2005,42.464689566887124,101,9,82.93,2,5.5,60.14857142857142,195.2916666666667,5.5
978,2017,42.44050947921678,100,4,104.03,2,2.9,70.25500000000001,245.11958333333334,6.0
979,2005,42.331555365905686,95,8,82.67,3,2.1,72.71666666666667,195.2916666666667,4.7
980,2014,42.32982286187789,113,4,100.21,6,3.8,58.569,236.73616666666666,7.9
981,2019,42.28314648932865,135,1,108.1,5,5.5,78.53,255.65741666666668,7.8
982,2005,42.280349903989745,94,1,82.57,3,2.1,83.56777777777778,195.2916666666667,5.5
983,2010,42.278227332032436,125,16,92.19,10,8.52,64.725,218.05550000000002,7.5
984,1991,42.219910665116565,112,16,57.5,10,5.0,71.512,136.19166666666666,7.8
985,2002,42.12925642807505,102,9,75.78,2,5.0,92.25999999999999,179.875,6.3
986,1989,42.11616025813391,107,1,52.21,6,3.7,52.21,123.96666666666665,5.5
987,2008,42.06175032802685,112,1,90.56,2,5.1,65.035,215.3025,4.9
988,2002,42.02918693537178,127,0,75.6,5,0.52,106.9125,179.875,6.9
989,1992,41.962228293146445,140,4,58.88,3,5.7,95.35095238095236,140.3166666666667,6.6
990,2017,41.95095251127426,114,4,102.83,10,5.5,63.30800000000001,245.11958333333334,6.5
991,2006,41.91641519573395,97,2,84.5,3,2.1,94.58666666666666,201.5916666666667,4.7
992,2016,41.893913195645204,116,4,100.55,5,9.5,59.527142857142856,240.01099999999997,7.9
993,2001,41.837349397590366,104,16,74.08,5,8.5,44.49142857142857,177.06666666666663,6.4
994,1997,41.82120236735541,108,4,67.13,6,8.54,36.1,160.51666666666665,6.0
995,1992,41.80544007601852,89,1,58.66,3,2.1,81.20749999999998,140.3166666666667,4.8
996,1992,41.691412281743666,102,1,58.5,2,5.5,50.799,140.3166666666667,6.1
997,2012,41.69100008819919,157,16,95.72,5,1.57,35.973333333333336,229.5939166666667,7.4
998,2016,41.668923507672574,116,4,100.01,5,2.5,64.11333333333333,240.01099999999997,7.0
999,2017,41.649059047709706,109,16,102.09,8,9.7,103.24333333333334,245.11958333333334,6.5
1000,1992,41.63439838460624,104,16,58.42,2,7.7,129.74625,140.3166666666667,6.6
1001,2010,41.622430986606616,116,4,90.76,6,3.7,91.27499999999999,218.05550000000002,6.6
1002,1999,41.602881584871675,113,4,69.3,10,8.53,72.94714285714285,166.57500000000002,6.8
1003,1979,41.584567688598,130,0,30.18,2,5.0,16.685,72.575,8.0
1004,2000,41.52729384436703,121,1,71.51,5,5.5,40.78909090909091,172.19999999999996,7.3
1005,1998,41.494811103726796,107,16,67.64,10,8.52,67.1,163.00833333333335,6.6
1006,2010,41.44816342628367,111,4,90.38,6,10.3,78.91333333333334,218.05550000000002,7.0
1007,2009,41.4473960202669,96,16,88.92,2,5.5,60.14857142857142,214.537,6.4
1008,2019,41.38741655907368,107,1,105.81,0,3.6,121.356,255.65741666666668,6.6
1009,2018,41.33698737788231,116,16,103.8,10,8.52,62.776666666666664,251.10683333333338,7.0
1010,2004,41.247683755404566,146,4,77.91,6,10.4,67.63933333333333,188.88333333333335,7.7
1011,2003,41.232163080407695,99,1,75.85,2,7.1,74.07333333333332,183.95833333333334,5.1
1012,2004,41.22650666196064,128,1,77.87,2,5.7,138.73962962962963,188.88333333333335,7.4
1013,2006,41.167376296969934,97,1,82.99,3,2.1,62.99249999999999,201.5916666666667,6.3
1014,1999,41.134624043223766,93,4,68.52,6,10.3,45.541999999999994,166.57500000000002,6.3
1015,2005,41.10262427992318,104,9,80.27,2,2.9,30.712,195.2916666666667,5.1
1016,2003,41.09082672706681,88,4,75.59,2,2.9,137.317,183.95833333333334,7.0
1017,2019,41.054940384088205,110,16,104.96,2,10.4,55.79,255.65741666666668,6.3
1018,1982,41.00518134715026,129,16,39.57,6,3.7,38.975,96.5,6.9
1019,1990,40.92352828624274,81,1,53.47,2,0.5,84.20769230769231,130.65833333333333,5.4
1020,2017,40.89024574739881,141,16,100.23,6,2.2,85.06199999999998,245.11958333333334,6.7
1021,2000,40.84204413472707,99,16,70.33,6,10.8,71.512,172.19999999999996,6.0
1022,2012,40.84167444912702,138,4,93.77,5,8.5,129.74625,229.5939166666667,7.3
1023,1987,40.8008800880088,116,4,46.36,5,1.5,27.401428571428575,113.625,8.3
1024,2006,40.79037658633376,93,1,82.23,3,10.3,104.32916666666667,201.5916666666667,5.6
1025,2013,40.780043534485074,128,9,95.0,1,5.3,58.7425,232.95708333333332,7.5
1026,1990,40.72453600357166,109,4,53.21,2,8.7,63.142500000000005,130.65833333333333,6.5
1027,1992,40.700795818980865,87,1,57.11,2,5.1,72.71666666666667,140.3166666666667,5.7
1028,1998,40.67890189663105,128,1,66.31,3,2.7,104.26166666666666,163.00833333333335,6.6
1029,1988,40.6652103445846,69,1,48.09,0,5.2,35.23666666666667,118.25833333333333,7.4
1030,2018,40.652019956977135,121,4,102.08,6,10.8,64.88636363636364,251.10683333333338,6.7
1031,2008,40.56618014189338,111,16,87.34,6,10.3,50.56666666666667,215.3025,6.9
1032,2006,40.48282419081476,120,1,81.61,3,5.1,63.142500000000005,201.5916666666667,7.3
1033,2000,40.470383275261334,104,1,69.69,2,7.1,102.13899999999998,172.19999999999996,6.1
1034,2001,40.402861445783145,97,16,71.54,2,5.7,47.895,177.06666666666663,6.7
1035,1998,40.31082255508409,121,1,65.71,2,5.7,82.61,163.00833333333335,7.0
1036,2001,40.27296686746989,83,11,71.31,2,8.0,89.4525,177.06666666666663,5.3
1037,1991,40.259438291623326,104,0,54.83,2,5.7,28.75714285714286,136.19166666666666,6.3
1038,1997,40.25750181704912,138,16,64.62,10,5.5,61.41166666666667,160.51666666666665,8.2
1039,2018,40.233871240726884,107,4,101.03,6,3.8,120.02666666666669,251.10683333333338,6.1
1040,2000,40.20905923344949,124,4,69.24,6,5.2,75.84222222222222,172.19999999999996,5.9
1041,1993,40.191520046149414,115,16,58.06,6,8.51,58.06,144.45833333333331,6.7
1042,1989,40.17208927130949,107,1,49.8,2,2.5,40.214999999999996,123.96666666666665,7.2
1043,1999,40.15608584721597,122,18,66.89,6,7.7,37.27,166.57500000000002,5.8
1044,2001,40.13742469879518,124,4,71.07,6,10.4,50.799,177.06666666666663,6.8
1045,2018,39.98696437970292,105,17,100.41,5,8.53,47.07666666666666,251.10683333333338,4.5
1046,2021,39.97863230120704,155,4,108.33,6,5.2,59.527142857142856,270.96975000000003,8.0
1047,1966,39.95892169448011,126,0,12.97,5,4.1,12.97,32.45833333333333,7.5
1048,2013,39.94297948298775,109,16,93.05,6,5.4,80.08999999999999,232.95708333333332,6.6
1049,2013,39.94297948298775,109,16,93.05,6,5.4,80.08999999999999,232.95708333333332,6.6
1050,1999,39.93396368002401,118,16,66.52,10,5.5,61.357777777777784,166.57500000000002,6.7
1051,2004,39.90293832171534,80,1,75.37,0,2.2,56.705,188.88333333333335,5.0
1052,2002,39.894371091035445,116,4,71.76,10,8.52,60.220000000000006,179.875,7.0
1053,1964,39.88178398710371,102,8,12.37,2,9.0,24.7275,31.016666666666666,7.4
1054,2004,39.881761228271415,152,16,75.33,1,0.53,49.31285714285715,188.88333333333335,7.7
1055,1992,39.881221047630355,102,1,55.96,5,2.5,32.2225,140.3166666666667,6.3
1056,1990,39.87499202755278,121,1,52.1,1,5.0,76.1925,130.65833333333333,7.8
1057,2012,39.87474987541408,123,9,91.55,2,5.5,92.25999999999999,229.5939166666667,6.5
1058,1999,39.849917454600025,97,16,66.38,2,2.9,50.799,166.57500000000002,6.5
1059,2006,39.80323260716795,108,16,80.24,10,8.5,76.86,201.5916666666667,6.2
1060,2000,39.80255516840884,93,16,68.54,2,2.9,137.317,172.19999999999996,6.5
1061,1997,39.78403073408784,90,9,63.86,2,5.5,50.799,160.51666666666665,6.4
1062,2006,39.783390517134464,92,8,80.2,2,0.52,47.36666666666667,201.5916666666667,5.8
1063,1986,39.75975062723332,83,1,43.58,2,2.9,43.58,109.60833333333335,5.3
1064,2000,39.7096399535424,98,9,68.38,2,5.52,116.98666666666666,172.19999999999996,6.1
1065,1993,39.67926160946064,107,1,57.32,2,0.5,57.32,144.45833333333331,5.6
1066,2007,39.67832598973758,96,1,82.27,5,7.1,82.27,207.3424166666667,7.2
1067,2007,39.625273651596444,115,16,82.16,0,3.6,129.74625,207.3424166666667,6.3
1068,1997,39.58467448863047,126,4,63.54,6,3.8,30.334545454545456,160.51666666666665,7.6
1069,1992,39.532010927663606,114,16,55.47,6,8.3,86.519,140.3166666666667,6.4
1070,2018,39.513062501285965,104,1,99.22,3,2.7,68.11,251.10683333333338,7.2
1071,1963,39.51020408163265,172,1,12.1,3,2.53,8.504999999999999,30.625,8.2
1072,2004,39.4635136327539,115,4,74.54,6,8.52,74.54,188.88333333333335,6.5
1073,2015,39.423332503575686,130,8,93.44,6,3.1,239.20400000000004,237.01700000000002,6.4
1074,1988,39.42216898033965,120,1,46.62,6,10.4,44.175,118.25833333333333,6.7
1075,1995,39.42032155747566,108,16,60.07,6,8.3,36.1,152.38333333333335,5.8
1076,2001,39.403237951807235,99,16,69.77,6,10.8,41.78600000000001,177.06666666666663,6.5
1077,2011,39.40176418068589,120,1,88.63,3,2.1,69.3325,224.93916666666667,7.1
1078,1984,39.37108936306755,90,4,40.9,2,2.9,40.9,103.88333333333333,6.6
1079,1999,39.34564010205613,88,16,65.54,2,5.5,121.356,166.57500000000002,5.7
1080,2009,39.0701836979169,109,18,83.82,2,5.7,52.60375,214.537,7.4
1081,2004,39.061148857319324,99,1,73.78,2,0.5,83.695,188.88333333333335,5.4
1082,2005,39.0339236185193,110,16,76.23,8,9.0,76.23,195.2916666666667,5.4
1083,1986,38.975138751615596,130,16,42.72,5,1.5,62.776666666666664,109.60833333333335,6.8
1084,2014,38.93363709389567,106,4,92.17,6,9.7,61.76714285714286,236.73616666666666,6.9
1085,2016,38.92738249496899,132,4,93.43,6,3.5,64.88636363636364,240.01099999999997,6.8
1086,2005,38.90590996372946,121,16,75.98,6,7.7,211.64000000000001,195.2916666666667,7.0
1087,2000,38.88501742160279,100,0,66.96,3,2.1,76.70666666666666,172.19999999999996,4.8
1088,2010,38.86625194044635,91,4,84.75,8,9.0,84.75,218.05550000000002,5.7
1089,2013,38.75821190240693,91,1,90.29,0,2.2,90.29,232.95708333333332,5.7
1090,1980,38.70967741935484,104,16,31.9,10,5.5,42.085384615384605,82.40833333333332,7.1
1091,1987,38.70627062706271,163,1,43.98,1,2.53,17.552,113.625,7.7
1092,1994,38.697925451172196,110,4,57.36,6,8.52,57.36,148.22500000000002,5.6
1093,1984,38.69725653778278,116,0,40.2,3,9.5,37.27,103.88333333333333,6.7
1094,2007,38.68480038454906,105,16,80.21,10,5.5,48.78666666666667,207.3424166666667,6.8
1095,2014,38.625276943320166,99,4,91.44,1,5.1,71.56,236.73616666666666,5.8
1096,1996,38.616512591648075,89,1,60.57,3,2.1,72.71666666666667,156.84999999999997,5.7
1097,1988,38.61038686491438,107,4,45.66,6,4.0,27.284999999999997,118.25833333333333,6.8
1098,1971,38.6005350895246,104,16,15.63,6,10.4,22.919999999999998,40.49166666666667,7.7
1099,1987,38.591859185918594,126,16,43.85,10,5.0,50.368,113.625,7.3
1100,2008,38.58756865340625,121,4,83.08,5,1.57,135.857,215.3025,7.1
1101,1997,38.575433496002496,98,1,61.92,2,2.9,152.93800000000002,160.51666666666665,6.5
1102,2000,38.55981416957028,136,1,66.4,5,5.0,27.390909090909098,172.19999999999996,7.3
1103,1985,38.49705608924698,115,4,41.41,5,4.0,62.776666666666664,107.56666666666665,7.3
1104,2014,38.49432948211687,114,4,91.13,1,8.52,64.11333333333333,236.73616666666666,8.0
1105,1981,38.46026945284575,140,16,34.97,3,5.8,18.58666666666667,90.925,7.3
1106,2005,38.43994026029442,119,16,75.07,5,8.7,93.14999999999999,195.2916666666667,6.7
1107,1996,38.406120497290416,96,4,60.24,2,8.52,54.0,156.84999999999997,6.1
1108,2013,38.33324092241597,150,4,89.3,6,3.5,152.93800000000002,232.95708333333332,6.4
1109,1999,38.32507879333633,108,0,63.84,2,10.4,42.47666666666667,166.57500000000002,6.7
1110,1997,38.22656006645209,116,16,61.36,6,3.3,61.357777777777784,160.51666666666665,6.2
1111,2013,38.213047109893274,124,4,89.02,6,3.8,93.14,232.95708333333332,7.0
1112,1976,38.14907014204129,125,16,21.71,10,8.52,33.25,56.90833333333334,7.4
1113,2015,38.144943189729005,100,18,90.41,2,10.0,60.489999999999995,237.01700000000002,6.0
1114,2005,38.142948581181976,109,4,74.49,6,10.4,71.512,195.2916666666667,6.8
1115,2003,38.10645526613816,111,16,70.1,6,10.4,85.19,183.95833333333334,8.2
1116,1999,38.042923607984385,95,4,63.37,2,5.5,34.144999999999996,166.57500000000002,5.9
1117,1985,38.02293151533933,91,1,40.9,3,2.1,105.07529411764706,107.56666666666665,7.0
1118,2016,38.00659136456247,102,1,91.22,6,10.3,92.25999999999999,240.01099999999997,5.9
1119,2011,37.99693991338399,127,4,85.47,6,5.4,104.32916666666667,224.93916666666667,7.0
1120,1997,37.989824524971446,144,16,60.98,5,9.7,49.31285714285715,160.51666666666665,7.5
1121,2019,37.88272652628566,122,4,96.85,5,5.5,96.85,255.65741666666668,7.4
1122,2015,37.87070125771569,126,4,89.76,6,3.8,148.06,237.01700000000002,6.3
1123,2004,37.85405453101561,127,18,71.5,2,5.7,46.01333333333333,188.88333333333335,7.5
1124,2012,37.8537904060321,85,16,86.91,2,2.9,121.71333333333334,229.5939166666667,6.1
1125,1989,37.84081742403872,103,16,46.91,2,10.0,76.655,123.96666666666665,6.8
1126,1986,37.75260396867635,103,1,41.38,2,5.8,54.845454545454544,109.60833333333335,6.4
1127,2001,37.73155120481928,123,18,66.81,3,10.3,152.93800000000002,177.06666666666663,6.1
1128,1992,37.721819693550295,120,4,52.93,2,10.0,31.237499999999997,140.3166666666667,7.6
1129,1997,37.70947980479701,115,16,60.53,10,5.5,37.132,160.51666666666665,6.6
1130,2014,37.70442060324539,108,16,89.26,6,10.8,74.375,236.73616666666666,6.0
1131,2008,37.69580009521487,123,17,81.16,10,2.53,60.14857142857142,215.3025,6.8
1132,2019,37.69497527452916,121,16,96.37,1,5.1,56.08,255.65741666666668,7.3
1133,1996,37.63468281797897,116,4,59.03,6,5.5,48.411,156.84999999999997,6.6
1134,1987,37.5973597359736,90,8,42.72,2,7.3,42.72,113.625,5.9
1135,2017,37.55309908259064,164,4,92.05,6,5.5,59.527142857142856,245.11958333333334,8.0
1136,2017,37.5449397997916,122,16,92.03,6,10.8,131.525,245.11958333333334,7.4
1137,2004,37.49933821582987,109,16,70.83,2,10.0,89.4525,188.88333333333335,5.7
